word	shaw	ipa	pos	var	confidence
sleekstone	𐑕𐑤𐑦𐑒𐑕𐑑𐑴𐑯	ˈslikˌstoʊn	NN1	RGAM	high
sleekstone	𐑕𐑤𐑰𐑒𐑕𐑑𐑴𐑯	ˈsliːkˌstəʊn	NN1	RSSB	high
sleep in	𐑕𐑤𐑦𐑐 𐑦𐑯	ˈslip ˌɪn	VVI	RGAM	high
sleep in	𐑕𐑤𐑰𐑐 𐑦𐑯	ˈsliːp ˌɪn	VVI	RSSB	high
sleep like a log	-𐑤𐑪𐑜	-ˈlɒɡ	VVI	RGAM	high
sleep like a log	𐑕𐑤𐑰𐑐 𐑤𐑲𐑒 𐑩 𐑤𐑪𐑜	ˈsliːp laɪk ə ˈlɒɡ	VVI	RSSB	high
sleep like a log	𐑕𐑤𐑰𐑐 𐑤𐑲𐑒 𐑩 𐑤𐑷𐑜	ˈsliːp laɪk ə ˈlɔːɡ	VVI	RGAM	high
sleep mask	𐑕𐑤𐑦𐑐 𐑥𐑨𐑕𐑒	slip mæsk	NN1	RGAM	high
sleep mask	𐑕𐑤𐑰𐑐 𐑥𐑭𐑕𐑒	sliːp mɑːsk	NN1	RSSB	high
sleep of the just	𐑕𐑤𐑦𐑐 𐑩𐑝 𐑞𐑩 𐑡𐑳𐑕𐑑	ˈslip əv ðə ˈdʒʌst	NN1	RGAM	high
sleep of the just	𐑕𐑤𐑰𐑐 𐑩𐑝 𐑞𐑩 𐑡𐑳𐑕𐑑	ˈsliːp əv ðə ˈdʒʌst	NN1	RSSB	high
sleep rough	𐑕𐑤𐑦𐑐 𐑮𐑳𐑓	ˌslip ˈrʌf	VVI	RGAM	high
sleep rough	𐑕𐑤𐑰𐑐 𐑮𐑳𐑓	sliːp rʌf	VVI	RSSB	high
sleep-deprived	𐑕𐑤𐑦𐑐𐑛𐑦𐑐𐑮𐑲𐑝𐑛	ˈslipdɪˌpraɪvd	AJ0	RGAM	high
sleepage	𐑕𐑤𐑦𐑐𐑩𐑡	ˈslipədʒ	NN1	RGAM	high
sleepage	𐑕𐑤𐑰𐑐𐑩𐑡	ˈsliːpədʒ	NN1	RSSB	high
sleepout	𐑕𐑤𐑰𐑐𐑬𐑑	ˈsliːpaʊt	NN1	RSSB	high
sleepsuit	𐑕𐑤𐑦𐑐 𐑕𐑘𐑫𐑑	slip sjut	NN1	RGAM	high
sleepsuit	𐑕𐑤𐑰𐑐 𐑕𐑿𐑑	sliːp sjuːt	NN1	RSSB	high
sleepy joe	𐑕𐑤𐑦𐑐𐑦 𐑡𐑴	ˈslipi ˈdʒoʊ	NP0	RGAM	high
sleepy joe	𐑕𐑤𐑰𐑐𐑦 𐑡𐑴	ˈsliːpi ˈdʒəʊ	NP0	RSSB	high
sleepyhead	𐑕𐑤𐑦𐑐𐑦𐑣𐑧𐑛	ˈslipiˌhed	NN1	RGAM	high
slicht	𐑕𐑤𐑲𐑑	slaɪt	AJ0	RSSB	high
slickstone	𐑕𐑤𐑦𐑒𐑕𐑑𐑴𐑯	ˈslɪkˌstəʊn	NN1	RSSB	high
slide off	𐑕𐑤𐑲𐑛 𐑪𐑓	slaɪd ˈɒf	VVI	RSSB	high
slide off	𐑕𐑤𐑲𐑛 𐑷𐑓	slaɪd ˈɔːf	VVI	RGAM	high
slider	𐑕𐑤𐑲𐑛𐑼	ˈslaɪdəR	NN1	RGAM	high
slideshow	𐑕𐑤𐑲𐑛𐑖𐑴	ˈslaɪdˌʃoʊ	NN1	RGAM	high
slieve donard	𐑕𐑤𐑦𐑝 𐑛𐑪𐑯𐑼𐑛	ˌsliv ˈdɒnəRd	NP0	RGAM	high
slieve donard	𐑕𐑤𐑰𐑝 𐑛𐑪𐑯𐑼𐑛	sliːv dɒnəRd	NP0	RSSB	high
slimeball	𐑕𐑤𐑲𐑥𐑚𐑷𐑤	ˈslaɪmbɔːl	NN1	RSSB	high
slimebucket	𐑕𐑤𐑨𐑦𐑥𐑚𐑳𐑒𐑦𐑑	ˈslaimˌbʌkɪt	NN1	RGAM	high
slingshoot	𐑕𐑤𐑦𐑙𐑖𐑵𐑑	ˈslɪŋʃuːt	VVI	RSSB	high
slingshooting	𐑕𐑤𐑦𐑙𐑖𐑵𐑑𐑦𐑙	ˈslɪŋʃuːtɪŋ	VVI	RSSB	high
slingshoots	𐑕𐑤𐑦𐑙𐑖𐑵𐑑𐑕	ˈslɪŋʃuːts	VVI	RSSB	high
slingshot	𐑕𐑤𐑦𐑙𐑖𐑪𐑑	ˈslɪŋʃɒt	NN1	RSSB	high
slingshotten	𐑕𐑤𐑦𐑙𐑖𐑪𐑑𐑩𐑯	ˈslɪŋʃɒtən	VVI	RSSB	high
slingstone	𐑕𐑤𐑦𐑙𐑕𐑑𐑴𐑯	ˈslɪŋstəʊn	NN1	RSSB	high
slipper sock	𐑕𐑤𐑦𐑐𐑼 𐑕𐑪𐑒	ˈslɪpər ˌsɒk	NN1	RGAM	high
slipper sock	𐑕𐑤𐑦𐑐𐑼 𐑕𐑷𐑒	ˈslɪpər ˌsɔːk	NN1	RGAM	high
slivovic	𐑕𐑤𐑦𐑝𐑩𐑝𐑦𐑗	ˈslɪvəvɪtʃ	NN1	RSSB	high
slivovitz	𐑕𐑤𐑦𐑝𐑩𐑝𐑦𐑑𐑕	ˈslɪvəvɪts	NN1	RSSB	high
slizzard	𐑕𐑤𐑦𐑟𐑼𐑛	slɪzəRd	AJ0	RSSB	high
slo-mo	𐑕𐑤𐑴𐑥𐑴	ˈsləʊməʊ	NN1	RSSB	high
sloan	𐑕𐑤𐑴𐑯	sləʊn	NP0	RSSB	high
sloane	𐑕𐑤𐑴𐑯	sləʊn	NP0	RSSB	high
sloaney	𐑕𐑤𐑴𐑯𐑦	ˈsləʊni	AJ0	RSSB	high
sloanie	𐑕𐑤𐑴𐑯𐑦	ˈsləʊni	NN1	RSSB	high
sloe gin	𐑕𐑤𐑴 𐑡𐑦𐑯	ˈsləʊ ˌdʒɪn	NN1	RSSB	high
sloe-eyed	𐑕𐑤𐑴𐑲𐑛	ˈsləʊˌaɪd	AJ0	RSSB	high
slofie	𐑕𐑤𐑴𐑓𐑦	ˈsləʊfi	NN1	RSSB	high
slopification	𐑕𐑤𐑪𐑐𐑦𐑓𐑦𐑒𐑱𐑖𐑩𐑯	ˌslɒpɪfɪˈkeɪʃən	NN1	RSSB	high
slopify	𐑕𐑤𐑪𐑐𐑦𐑓𐑲	ˈslɒpɪfaɪ	VVI	RSSB	high
slopper	𐑕𐑤𐑪𐑐𐑼	slɒpəR	NN1	RSSB	high
slothen	𐑕𐑤𐑴𐑔𐑩𐑯	ˈsləʊθən	VVI	RSSB	high
slothen	𐑕𐑤𐑷𐑔𐑩𐑯	ˈslɔːθən	VVI	RGAM	high
slough of despond	𐑕𐑤𐑬 𐑩𐑝 𐑛𐑧𐑕𐑐𐑪𐑯𐑛	ˈslaʊ əv ˈdespɒnd	NN1	RSSB	high
slough of despond	𐑕𐑤𐑵	ˈsluː	NN1	RGAM	high
slough of despond	𐑛𐑧𐑕𐑐𐑪𐑯𐑛	ˈdespɒnd	NN1	RGAM	high
slovene	𐑕𐑤𐑩𐑝𐑰𐑯	sləˈviːn	AJ0	RSSB	high
slovene	𐑕𐑤𐑴𐑝𐑰𐑯	ˈsləʊviːn	AJ0	RSSB	high
slovenia	𐑕𐑤𐑴𐑝𐑦𐑯𐑘𐑩	sloʊˈvinjə	NP0	RGAM	high
slovenia	𐑕𐑤𐑴𐑝𐑦𐑯𐑦𐑩	sloʊˈviniə	NP0	RGAM	high
slovenia	𐑕𐑤𐑴𐑝𐑰𐑯𐑘𐑩	sləʊˈviːnjə	NP0	RSSB	high
slovenia	𐑕𐑤𐑴𐑝𐑰𐑯𐑦𐑩	sləʊˈviːniə	NP0	RSSB	high
slovincian	𐑕𐑤𐑴𐑝𐑦𐑯𐑕𐑾𐑯	sləʊˈvɪnsɪən	NN1	RSSB	high
slovincian	𐑕𐑤𐑴𐑝𐑦𐑯𐑖𐑩𐑯	sləʊˈvɪnʃən	NN1	RSSB	high
slow boil	𐑕𐑤𐑴 𐑚𐑶𐑤	ˌsləʊ ˈbɔɪl	NN1	RSSB	high
slow boils	𐑕𐑤𐑴 𐑚𐑶𐑤𐑟	ˌsləʊ ˈbɔɪlz	NN1	RSSB	high
slow dance	𐑕𐑤𐑴𐑛𐑨𐑯𐑕	ˈsloʊdæns	NN1	RGAM	high
slowish	𐑕𐑤𐑴𐑦𐑖	ˈsloʊɪʃ	AJ0	RGAM	high
slown	𐑕𐑤𐑴𐑯	sləʊn	VVI	RSSB	high
slowpoke	𐑕𐑤𐑴𐑐𐑴𐑒	ˈsloʊˌpoʊk	NN1	RGAM	high
slowth	𐑕𐑤𐑴𐑔	sləʊθ	NN1	RSSB	high
slowth	𐑕𐑤𐑷𐑔	slɔːθ	NN1	RGAM	high
slubber	𐑕𐑤𐑳𐑚𐑼	ˈslʌbəR	VVI	RGAM	high
slugabed	𐑕𐑤𐑩𐑜-	ˈsləɡ-	NN1	RGAM	high
slugabed	𐑕𐑤𐑳𐑜𐑩𐑚𐑧𐑛	ˈslʌɡəbed	NN1	RSSB	high
slugger	𐑕𐑤𐑳𐑜𐑼	ˈslʌɡəR	NN1	RGAM	high
slughorn	𐑕𐑤𐑳𐑜𐑣𐑹𐑯	slʌɡhɔːRn	NN1	RSSB	high
slumberland	𐑕𐑤𐑳𐑥𐑚𐑼𐑤𐑨𐑯𐑛	slʌmbəRlænd	NN1	RSSB	high
slumper	𐑕𐑤𐑳𐑥𐑐𐑼	slʌmpəR	NN1	RSSB	high
slurp	𐑕𐑤𐑻𐑐	slɜːRp	VVI	RSSB	high
smackdown	𐑕𐑥𐑨𐑒𐑛𐑬𐑯	ˈsmækdaʊn	NN1	RSSB	high
smail	𐑕𐑥𐑱𐑤	smeɪl	NN1	RGAM	high
smail	𐑧𐑕𐑥𐑱𐑤	ˈesmeɪl	NN1	RGAM	high
small fortune	𐑕𐑥𐑷𐑤 𐑓𐑹𐑗𐑩𐑯	smɔːl ˈfɔːRtʃən	NN1	RGAM	high
small fortune	𐑕𐑥𐑹𐑤 𐑓𐑹𐑗𐑵𐑯	smɔːRl fɔːRtʃuːn	NN1	RSSB	high
smalldom	𐑕𐑥𐑷𐑤𐑛𐑪𐑥	ˈsmɔːlˌdɒm	NN1	RSSB	high
smallfolk	𐑕𐑥𐑷𐑤𐑓𐑴𐑒	ˈsmɔːlfəʊk	NN1	RSSB	high
smarm	𐑕𐑥𐑸𐑥	smɑːRm	NN1	RSSB	high
smartphone	𐑕𐑥𐑸𐑑𐑓𐑴𐑯	smɑːRtfəʊn	NN1	RSSB	high
smatter	-𐑑𐑼	-tər	VVI	RGAM	high
smatter	𐑕𐑥𐑨𐑑𐑼	smætəR	VVI	RSSB	high
smearily	𐑕𐑥𐑦𐑮𐑦𐑤𐑦	ˈsmɪrɪli	AV0	RGAM	high
smearily	𐑕𐑥𐑽𐑦𐑤𐑦	smɪərɪli	AV0	RSSB	high
smeary	𐑕𐑥𐑦𐑮𐑦	ˈsmiri	AJ0	RGAM	high
smeary	𐑕𐑥𐑽𐑦	smɪəri	AJ0	RSSB	high
smell a rat	𐑕𐑥𐑧𐑤 𐑩 𐑮𐑨𐑑	smel ə ræt	VVI	RSSB	high
smell the barn	𐑕𐑥𐑧𐑤 𐑞𐑩 𐑚𐑨𐑮𐑯	ˌsmel ðə ˈbarn	VVI	RGAM	high
smell you later	-𐑑𐑼	-təR	ITJ	RGAM	high
smell you later	𐑕𐑥𐑧𐑤 𐑘𐑩 𐑤𐑱𐑑𐑼	ˈsmel jə ˈleɪtəR	ITJ	RGAM	high
smell you later	𐑕𐑥𐑧𐑤 𐑘𐑫 𐑤𐑱𐑑𐑼	smel ju leɪtəR	ITJ	RSSB	high
smell-feast	𐑕𐑥𐑧𐑤𐑓𐑦𐑕𐑑	ˈsmelˌfist	NN1	RGAM	high
smell-feast	𐑕𐑥𐑧𐑤𐑓𐑰𐑕𐑑	ˈsmelfiːst	NN1	RSSB	high
smexual	𐑕𐑥𐑧𐑒𐑕𐑘𐑫𐑩𐑤	ˈsmeksjuəl	AJ0	RSSB	high
smexual	𐑕𐑥𐑧𐑒𐑖𐑩𐑤	ˈsmekʃəl	AJ0	RGAM	high
smexual	𐑕𐑥𐑧𐑒𐑖𐑫𐑩𐑤	ˈsmekʃuəl	AJ0	RGAM	high
smexual	𐑕𐑥𐑧𐑒𐑖𐑵𐑩𐑤	ˈsmekʃuːəl	AJ0	RSSB	high
smidgen	-𐑩𐑯	-ən	NN1	RGAM	high
smidgen	𐑕𐑥𐑦𐑡𐑦𐑯	ˈsmɪdʒɪn	NN1	RSSB	high
smidget	-𐑩𐑑	-ət	NN1	RGAM	high
smidget	𐑕𐑥𐑦𐑡𐑦𐑑	ˈsmɪdʒɪt	NN1	RSSB	high
smiley	𐑕𐑥𐑲𐑤𐑦	ˈsmaɪli	NN1	RGAM	high
smithereen	𐑕𐑥𐑦𐑞𐑼𐑦𐑯	ˌsmɪðəˈrin	NN1	RGAM	high
smithereen	𐑕𐑥𐑦𐑞𐑼𐑰𐑯	smɪðəriːn	NN1	RSSB	high
smithers	𐑕𐑥𐑦𐑞𐑼𐑟	ˈsmɪðəRz	NP0	RGAM	high
smithfield	𐑕𐑥𐑦𐑔𐑓𐑰𐑤𐑛	ˈsmɪθfiːld	NP0	RSSB	high
smithfield stone	𐑕𐑥𐑦𐑔𐑓𐑰𐑤𐑛 𐑕𐑑𐑴𐑯	ˈsmɪθfiːld stoʊn	NN1	RGAM	high
smof	𐑕𐑥𐑪𐑓	smɒf	NN1	RSSB	high
smof	𐑕𐑥𐑷𐑓	smɔːf	NN1	RGAM	high
smoke wagon	𐑕𐑥𐑴𐑒 𐑢𐑨𐑜𐑩𐑯	ˈsməʊk ˌwæɡən	NN1	RSSB	high
smokebox	𐑕𐑥𐑴𐑒𐑚𐑪𐑒𐑕	ˈsməʊkbɒks	NN1	RSSB	high
smokehouse	𐑕𐑥𐑴𐑒𐑣𐑬𐑕	ˈsmoʊkˌhaʊs	NN1	RGAM	high
smoken	𐑕𐑥𐑴𐑒𐑦𐑯	ˈsmoʊkɪn	VVI	RGAM	high
smoken	𐑕𐑥𐑴𐑒𐑩𐑯	ˈsməʊkən	VVI	RSSB	high
smokescreen	𐑕𐑥𐑴𐑒𐑕𐑒𐑮𐑦𐑯	ˈsmoʊkˌskrin	NN1	RGAM	high
smoko	𐑕𐑥𐑴𐑒𐑴	ˈsməʊkəʊ	NN1	RSSB	high
smolder	𐑕𐑥𐑴𐑤𐑛𐑼	ˈsmoʊldəR	VVI	RGAM	high
smollett	𐑕𐑥𐑪𐑤𐑩𐑑	ˈsmɒlət	NP0	RSSB	high
smollett	𐑕𐑥𐑭𐑤𐑩𐑑	ˈsmɑːlət	NP0	RGAM	high
smolt	𐑕𐑥𐑪𐑤𐑑	smɒlt	NN1	RSSB	high
smolt	𐑕𐑥𐑴𐑤𐑑	sməʊlt	NN1	RSSB	high
smombie	𐑕𐑥𐑪𐑥𐑚𐑦	ˈsmɒmˌbi	NN1	RSSB	high
smooch	𐑕𐑥𐑫𐑗	smutʃ	NN1	RGAM	high
smooch	𐑕𐑥𐑵𐑗	smuːtʃ	NN1	RSSB	high
smothercate	𐑕𐑥𐑳𐑞𐑼𐑒𐑱𐑑	ˈsmʌðəRkeɪt	VVI	RGAM	high
smpte	𐑕𐑦𐑥𐑐𐑑𐑦	ˈsɪmpti	NP0	RGAM	high
smpte	𐑕𐑦𐑥𐑐𐑑𐑰	ˈsɪmptiː	NP0	RSSB	high
smpte	𐑕𐑦𐑥𐑑𐑦	ˈsɪmti	NP0	RGAM	high
smpte	𐑕𐑦𐑥𐑑𐑰	ˈsɪmtiː	NP0	RSSB	high
smur	𐑕𐑥𐑻	smɜːR	NN1	RSSB	high
smurfs	𐑕𐑥𐑻𐑓𐑕	smɜːRfs	NN1	RSSB	high
smurfy	𐑕𐑥𐑻𐑓𐑦	smɜːRfi	AJ0	RSSB	high
smuthound	𐑕𐑥𐑳𐑑𐑣𐑬𐑯𐑛	ˈsmʌthaʊnd	NN1	RGAM	high
smutmonger	𐑕𐑥𐑳𐑑𐑥𐑳𐑙𐑜𐑼	smʌtmʌŋɡəR	NN1	RSSB	high
snack bar	𐑕𐑯𐑨𐑒𐑚𐑸	ˈsnækbɑːR	NN1	RGAM	high
snackless	𐑕𐑯𐑨𐑒𐑤𐑩𐑕	ˈsnækləs	AJ0	RGAM	high
snacko	𐑕𐑯𐑨𐑒𐑴	ˈsnækoʊ	NN1	RGAM	high
snacktivity	𐑕𐑯𐑨𐑒𐑑𐑦𐑝𐑦𐑑𐑰	snækˈtɪvɪtiː	NN1	RSSB	high
snafu	𐑕𐑯𐑨𐑓𐑫	snæˈfu	UNC	RGAM	high
snafu	𐑕𐑯𐑨𐑓𐑵	snæˈfuː	UNC	RSSB	high
snail fever	𐑕𐑯𐑱𐑤 𐑓𐑰𐑝𐑼	sneɪl fiːvəR	NN1	RSSB	high
snailish	𐑕𐑯𐑱𐑤𐑦𐑖	ˈsneɪlɪʃ	AJ0	RSSB	high
snake in the grass	𐑕𐑯𐑱𐑒 𐑦𐑯 𐑞𐑩 𐑜𐑮𐑨𐑕	ˈsneɪk ɪn ðə ˈɡræs	NN1	RGAM	high
snake in the grass	𐑕𐑯𐑱𐑒 𐑦𐑯 𐑞𐑩 𐑜𐑮𐑭𐑕	sneɪk ɪn ðə ɡrɑːs	NN1	RSSB	high
snallygaster	𐑕𐑯𐑪𐑤𐑦𐑜𐑪𐑕𐑑𐑼	ˈsnɒliˌɡɒstəR	NN1	RGAM	high
snap election	𐑕𐑯𐑨𐑐 𐑦𐑤𐑧𐑒𐑖𐑩𐑯	ˌsnæp ɪˈlekʃən	NN1	RSSB	high
snapless	𐑕𐑯𐑨𐑐𐑤𐑩𐑕	ˈsnæpləs	AJ0	RGAM	high
snapper	𐑕𐑯𐑨𐑐𐑼	ˈsnæpəR	NN1	RGAM	high
snarer	𐑕𐑯𐑧𐑮𐑼	ˈsnerəR	NN1	RGAM	high
snarer	𐑕𐑯𐑺𐑼	sneərəR	NN1	RSSB	high
snarfer	𐑕𐑯𐑸𐑓𐑼	ˈsnɑːrfəR	NN1	RGAM	high
snarfle	𐑕𐑯𐑸𐑓𐑩𐑤	ˈsnɑːrfəl	VVI	RGAM	high
snarky	𐑕𐑯𐑸𐑒𐑦	ˈsnɑːRki	AJ0	RGAM	high
snart	𐑕𐑯𐑸𐑑	snɑːRt	NN1	RSSB	high
snash	𐑕𐑯𐑨𐑖	snæʃ	NN1	RSSB	high
snaughle	𐑕𐑯𐑨𐑓𐑩𐑤	ˈsnæfəl	VVI	RGAM	high
snaughle	𐑕𐑯𐑭𐑓𐑩𐑤	ˈsnɑːfəl	VVI	RSSB	high
sneakernet	𐑕𐑯𐑦𐑒𐑼𐑯𐑧𐑑	ˈsnikəRˌnet	NN1	RGAM	high
sneakernet	𐑕𐑯𐑰𐑒𐑼𐑯𐑧𐑑	sniːkəRnet	NN1	RSSB	high
sneap	𐑕𐑯𐑦𐑐	snip	VVI	RGAM	high
sneap	𐑕𐑯𐑰𐑐	sniːp	VVI	RSSB	high
sneaping	𐑕𐑯𐑦𐑐𐑦𐑙	snipɪŋ	AJ0	RGAM	high
sneaping	𐑕𐑯𐑰𐑐𐑦𐑙	sniːpɪŋ	AJ0	RSSB	high
sneerful	𐑕𐑯𐑦𐑮𐑓𐑩𐑤	ˈsnɪrfəl	AJ0	RGAM	high
sneerful	𐑕𐑯𐑦𐑮𐑓𐑫𐑤	ˈsnɪrfʊl	AJ0	RGAM	high
sneerful	𐑕𐑯𐑽𐑓𐑩𐑤	snɪərfəl	AJ0	RSSB	high
sneerful	𐑕𐑯𐑽𐑓𐑫𐑤	snɪərfʊl	AJ0	RSSB	high
sneezer	𐑕𐑯𐑦𐑟𐑼	ˈsnizəR	NN1	RGAM	high
sneezer	𐑕𐑯𐑰𐑟𐑼	sniːzəR	NN1	RSSB	high
snib	𐑕𐑯𐑦𐑚	snɪb	NN1	RSSB	high
snickersnee	𐑕𐑯𐑦𐑒𐑼𐑕𐑯𐑰	snɪkəRsniː	NN1	RSSB	high
snicko	𐑕𐑯𐑦𐑒𐑴	ˈsnɪkəʊ	NN1	RSSB	high
snickometer	𐑕𐑯𐑦𐑒𐑪𐑥𐑩𐑑𐑼	snɪkɒmətər	NN1	RSSB	high
snider	𐑕𐑯𐑲𐑛𐑼	ˈsnaɪdəR	NP0	RGAM	high
sniffer	𐑕𐑯𐑦𐑓𐑼	ˈsnɪfəR	NN1	RGAM	high
snipper-snapper	𐑕𐑯𐑦𐑐𐑼𐑕𐑯𐑨𐑐𐑼	snɪpəRsnæpəR	NN1	RSSB	high
snit	𐑕𐑯𐑦𐑑	snɪt	NN1	RSSB	high
snithe	𐑕𐑯𐑳𐑦𐑞	snʌɪð	VVI	RSSB	high
snive	𐑕𐑯𐑳𐑦𐑝	snʌɪv	VVI	RSSB	high
snobby	𐑕𐑯𐑪𐑚𐑦	ˈsnɒbi	AJ0	RGAM	high
snootful	𐑕𐑯𐑵𐑑𐑓𐑫𐑤	ˈsnuːtfʊl	NN1	RGAM	high
snoozapalooza	𐑕𐑯𐑫𐑟𐑩𐑐𐑩𐑤𐑫𐑟𐑩	ˌsnuzəpəˈluzə	NN1	RGAM	high
snoregasm	𐑕𐑯𐑪𐑮𐑜𐑨𐑟𐑩𐑥	ˈsnorɡæzəm	NN1	RGAM	high
snoregasm	𐑕𐑯𐑹𐑜𐑨𐑟𐑩𐑥	snɔːRɡazəm	NN1	RSSB	high
snorker	𐑕𐑯𐑹𐑒𐑼	snɔːRkəR	NN1	RSSB	high
snorton	𐑕𐑯𐑪𐑮𐑑𐑩𐑯	ˈsnortən	NP0	RGAM	high
snorton	𐑕𐑯𐑹𐑑𐑩𐑯	snɔːRtən	NP0	RSSB	high
snottite	𐑕𐑯𐑪𐑑𐑲𐑑	ˈsnɒtaɪt	NN1	RSSB	high
snough	𐑕𐑯𐑪𐑓	snɒf	NN1	RSSB	high
snough	𐑕𐑯𐑷𐑓	snɔːf	NN1	RGAM	high
snovid	𐑕𐑯𐑴𐑝𐑩𐑛	ˈsnəʊvƏd	NP0	RSSB	high
snow shed	𐑕𐑯𐑴𐑖𐑧𐑛	ˈsnəʊʃed	NN1	RSSB	high
snow white	𐑕𐑯𐑴 𐑢𐑲𐑑	snəʊ waɪt	NP0	RSSB	high
snow white	𐑕𐑯𐑴𐑣𐑢𐑲𐑑	snoʊhwaɪt	NP0	RGAM	high
snow-how	𐑕𐑯𐑴𐑣𐑬	ˈsnəʊhaʊ	NN1	RSSB	high
snowbell	𐑕𐑯𐑴𐑚𐑧𐑤	ˈsnoʊˌbel	NN1	RGAM	high
snowbird	𐑕𐑯𐑴𐑚𐑻𐑛	snəʊbɜːRd	NN1	RSSB	high
snowblower	𐑕𐑯𐑴𐑚𐑤𐑴𐑼	ˈsnoʊˌbloʊəR	NN1	RGAM	high
snowboarder	𐑕𐑯𐑴𐑚𐑹𐑛𐑼	snəʊbɔːRdəR	NN1	RSSB	high
snowcap	𐑕𐑯𐑴𐑒𐑨𐑐	ˈsnoʊˌkæp	NN1	RGAM	high
snowclone	𐑕𐑯𐑴𐑒𐑤𐑴𐑯	ˈsnəʊkləʊn	NN1	RSSB	high
snowcock	𐑕𐑯𐑴𐑒𐑪𐑒	ˈsnəʊkɒk	NN1	RSSB	high
snowden	𐑕𐑯𐑴𐑛𐑩𐑯	ˈsnəʊdən	NP0	RSSB	high
snowdonia	𐑕𐑯𐑴𐑛𐑴𐑯𐑦𐑩	snəʊˈdəʊniə	NP0	RSSB	high
snowdonian	𐑕𐑯𐑴𐑛𐑴𐑯𐑦𐑩𐑯	snəʊˈdəʊniən	AJ0	RSSB	high
snower	𐑕𐑯𐑴𐑼	snəʊəR	NN1	RSSB	high
snowliage	𐑕𐑯𐑴𐑤𐑦𐑦𐑡	ˈsnəʊliɪdʒ	NN1	RSSB	high
snowmelt	𐑕𐑯𐑴𐑥𐑧𐑤𐑑	ˈsnoʊˌmelt	NN1	RGAM	high
snowpocalypse	𐑕𐑯𐑴𐑐𐑪𐑒𐑩𐑤𐑦𐑐𐑕	snoʊˈpɒkəlɪps	NN1	RGAM	high
snowsuit	𐑕𐑯𐑴𐑕𐑫𐑑	ˈsnoʊˌsut	NN1	RGAM	high
snubber	𐑕𐑯𐑳𐑚𐑼	ˈsnʌbəR	NN1	RGAM	high
snuffler	𐑕𐑯𐑳𐑓𐑤𐑼	snʌfləR	NN1	RSSB	high
snurf	𐑕𐑯𐑻𐑓	snɜːRf	VVI	RSSB	high
sny	𐑕𐑯𐑳𐑦	snʌɪ	VVI	RSSB	high
so true, bestie	𐑕𐑴 𐑑𐑮𐑵 𐑚𐑧𐑕𐑑𐑦	ˈsoʊ truː ˌbesti	UNC	RGAM	high
soaky	𐑕𐑴𐑒𐑦	ˈsəʊki	AJ0	RSSB	high
soap opera	𐑕𐑴𐑐 𐑪𐑐𐑮𐑩	ˈsoʊp ˌɒprə	NN1	RGAM	high
soap opera	𐑕𐑴𐑐 𐑪𐑐𐑼𐑩	ˈsoʊp ˌɒpəRə	NN1	RGAM	high
soapstone	𐑕𐑴𐑐𐑕𐑑𐑴𐑯	ˈsoʊpˌstoʊn	NN1	RGAM	high
soapwort	𐑕𐑴𐑐𐑢𐑹𐑑	ˈsoʊpwɔːrt	NN1	RGAM	high
soare	𐑕𐑹	sɔːR	NN1	RSSB	high
soba	𐑕𐑴𐑚𐑩	ˈsəʊbə	NN1	RSSB	high
soberversary	𐑕𐑴𐑚𐑼𐑝𐑻𐑕𐑼𐑦	səʊbərvɜːRsəri	NN1	RSSB	high
sobo	𐑕𐑴𐑚𐑴	ˈsəʊbəʊ	NP0	RSSB	high
socage	𐑕𐑪𐑒𐑦𐑡	ˈsɒkɪdʒ	NN1	RSSB	high
social darwinism	𐑕𐑴𐑖𐑩𐑤 𐑛𐑸𐑢𐑦𐑯𐑦𐑟𐑩𐑥	səʊʃəl dɑːRwɪnɪzəm	NN1	RSSB	high
social darwinism	𐑕𐑴𐑖𐑩𐑤 𐑛𐑸𐑢𐑩𐑯𐑦𐑟𐑩𐑥	ˌsoʊʃəl ˈdɑːRwənˌɪzəm	NN1	RGAM	high
social distancing	𐑕𐑴𐑖𐑩𐑤 𐑛𐑦𐑕𐑑𐑩𐑯𐑑𐑕𐑦𐑙	ˈsoʊʃəl ˌdɪstəntsɪŋ	NN1	RGAM	high
social work	𐑕𐑴𐑖𐑩𐑤 𐑢𐑻𐑒	səʊʃəl wɜːRk	NN1	RSSB	high
sociality	𐑕𐑴𐑖𐑦𐑨𐑤𐑦𐑑𐑦	ˌsəʊʃiˈælɪti	NN1	RSSB	high
sociality	𐑕𐑴𐑖𐑦𐑨𐑤𐑩𐑑𐑦	ˌsoʊʃiˈæləti	NN1	RGAM	high
societal	𐑕𐑩𐑕𐑲𐑦𐑑𐑤	səˈsaɪɪtl	AJ0	RSSB	high
societal	𐑕𐑩𐑕𐑲𐑩𐑑𐑤	səˈsaɪətl	AJ0	RGAM	high
societarian	𐑕𐑩𐑕𐑲𐑩𐑑𐑧𐑮𐑦𐑩𐑯	səˈsaɪəˈteriən	AJ0	RGAM	high
societarian	𐑕𐑩𐑕𐑲𐑩𐑑𐑺𐑦𐑩𐑯	səsaɪəteəriən	AJ0	RSSB	high
sociobiology	𐑕𐑴𐑕𐑦𐑴𐑚𐑲𐑪𐑤𐑩𐑡𐑦	ˌsəʊsiəʊbaɪˈɒlədʒi	NN1	RSSB	high
