type	word	pos	var	ipa	shaw_fragment	full_ipa	full_shaw	confidence
fragment-spec	prima facie	AJ0	UNC	prɑɪ-	𐑐𐑮ɑ𐑦-	priːmə feɪsiː	𐑐𐑮𐑰𐑥𐑩 𐑓𐑱𐑕𐑰	1
fragment-spec	primary school	NN1	UNC	praɪmeri-	𐑐𐑮𐑲𐑥𐑧𐑮𐑦-	praɪməri skuːl	𐑐𐑮𐑲𐑥𐑼𐑦 𐑕𐑒𐑵𐑤	89
fragment-spec	primeval	AJ0	UNC	prʌi-	𐑐𐑮𐑳𐑦-	prɑemiːvəl	𐑐𐑮ɑ𐑧𐑥𐑰𐑝𐑩𐑤	89
fragment-spec	primeval	AJ0	UNC	prəi-	𐑐𐑮𐑩𐑦-	prɑemiːvəl	𐑐𐑮ɑ𐑧𐑥𐑰𐑝𐑩𐑤	89
fragment-spec	primeval	AJ0	UNC	-vʌl	-𐑝𐑳𐑤	prɑemiːvəl	𐑐𐑮ɑ𐑧𐑥𐑰𐑝𐑩𐑤	1
fragment-spec	primeval	AJ0	UNC	pɾaj-	𐑐ɾ𐑨𐑘-	prɑemiːvəl	𐑐𐑮ɑ𐑧𐑥𐑰𐑝𐑩𐑤	1
fragment-spec	process	NN1	UNC	pro-	𐑐𐑮𐑪-	prɔsəs	𐑐𐑮𐑷𐑕𐑩𐑕	89
fragment-spec	process	VVI	UNC	pro-	𐑐𐑮𐑪-	prɔsəs	𐑐𐑮𐑷𐑕𐑩𐑕	89
fragment-spec	protoplast	AJ0	UNC	prʌʉ-	𐑐𐑮𐑳ʉ-	protəplast	𐑐𐑮𐑪𐑑𐑩𐑐𐑤𐑨𐑕𐑑	1
fragment-spec	protoplast	NN1	UNC	prʌʉ-	𐑐𐑮𐑳ʉ-	protəplast	𐑐𐑮𐑪𐑑𐑩𐑐𐑤𐑨𐑕𐑑	1
fragment-spec	provocate	VVI	UNC	-vo-	-𐑝𐑪-	prŏvɒkeʈ	𐑐𐑮ŏ𐑝𐑪𐑒𐑧ʈ	1
fragment-spec	Punggol	NP0	UNC	ˈpʊŋ-	𐑐𐑫𐑙-	ˈpɒŋɡəʊl	𐑐𐑪𐑙𐑜𐑴𐑤	89
fragment-spec	pure laine	AJ0	UNC	-len	-𐑤𐑧𐑯	pjər leɪn	𐑐𐑘𐑼 𐑤𐑱𐑯	1
fragment-spec	pure laine	NN1	UNC	-len	-𐑤𐑧𐑯	pjər leɪn	𐑐𐑘𐑼 𐑤𐑱𐑯	1
fragment-spec	Purim	NP0	UNC	pjəər-	𐑐𐑘𐑩𐑼-	pʊərɪm	𐑐𐑫𐑼𐑦𐑥	89
fragment-spec	Purim	NP0	UNC	-im	-𐑦𐑥	pʊərɪm	𐑐𐑫𐑼𐑦𐑥	1
fragment-spec	pursuit	NN1	UNC	pər-	𐑐𐑼-	pɜːrsjuːt	𐑐𐑻𐑕𐑿𐑑	89
fragment-spec	pursuit	NN1	UNC	-sɪut	-𐑕𐑦𐑫𐑑	pɜːrsjuːt	𐑐𐑻𐑕𐑿𐑑	1
fragment-spec	Putinstan	NP0	UNC	-stæn	-𐑕𐑑𐑨𐑯	ˈpuːtɪnstɑːn	𐑐𐑵𐑑𐑦𐑯𐑕𐑑𐑭𐑯	89
fragment-spec	Putinstan	NP0	UNC	-ˈstæn	-𐑕𐑑𐑨𐑯	ˈpuːtɪnstɑːn	𐑐𐑵𐑑𐑦𐑯𐑕𐑑𐑭𐑯	89
fragment-spec	pyjamas	NN1	UNC	pɑːj-	𐑐𐑭𐑘-	pəjdʒɑmɑs	𐑐𐑩𐑘𐑡ɑ𐑥ɑ𐑕	89
fragment-spec	pyjamas	NN1	UNC	pɜː-	𐑐𐑻-	pəjdʒɑmɑs	𐑐𐑩𐑘𐑡ɑ𐑥ɑ𐑕	89
fragment-spec	qapik	NN1	UNC	ɡɑ-	𐑜ɑ-	kɑˈpik	𐑒ɑ𐑐𐑦𐑒	1
fragment-spec	qapik	NN1	UNC	-pɪk	-𐑐𐑦𐑒	kɑˈpik	𐑒ɑ𐑐𐑦𐑒	89
fragment-spec	Qibin	NP0	UNC	-bin	-𐑚𐑦𐑯	ˈtʃibɪn	𐑗𐑦𐑚𐑦𐑯	89
fragment-spec	Qin'an	NP0	UNC	-æn	-𐑨𐑯	ˈtʃɪnˈɑn	𐑗𐑦𐑯ɑ𐑯	89
fragment-spec	qingtuan	NN1	UNC	-tuɑn	-𐑑𐑫ɑ𐑯	tʃɪŋtwɑn	𐑗𐑦𐑙𐑑𐑢ɑ𐑯	1
fragment-spec	quaintrelle	NN1	UNC	-tʃrel	-𐑗𐑮𐑧𐑤	kweɪntrel	𐑒𐑢𐑱𐑯𐑑𐑮𐑧𐑤	89
fragment-spec	quale	NN1	UNC	-li	-𐑤𐑦	ˈkwɑːleɪ	𐑒𐑢𐑭𐑤𐑱	89
fragment-spec	quale	NN1	UNC	ˈkweɪ-	𐑒𐑢𐑱-	ˈkwɑːleɪ	𐑒𐑢𐑭𐑤𐑱	89
fragment-spec	qualia	NN1	UNC	ˈkweɪ-	𐑒𐑢𐑱-	ˈkwɑːliə	𐑒𐑢𐑭𐑤𐑦𐑩	89
fragment-spec	quasi-solid	NN1	UNC	-ˈsɔːlƏd	-𐑕𐑷𐑤𐑩𐑛	ˌkweɪzaɪˈsɒlƏd	𐑒𐑢𐑱𐑟𐑲𐑕𐑪𐑤𐑩𐑛	89
fragment-spec	quasi-solid	NN1	UNC	ˌkwɒzi-	𐑒𐑢𐑪𐑟𐑦-	ˌkweɪzaɪˈsɒlƏd	𐑒𐑢𐑱𐑟𐑲𐑕𐑪𐑤𐑩𐑛	89
fragment-spec	quasi-solid	NN1	UNC	ˌkwɑzi-	𐑒𐑢ɑ𐑟𐑦-	ˌkweɪzaɪˈsɒlƏd	𐑒𐑢𐑱𐑟𐑲𐑕𐑪𐑤𐑩𐑛	1
fragment-spec	quasi-solid	NN1	UNC	ˌkweɪzʌɪ-	𐑒𐑢𐑱𐑟𐑳𐑦-	ˌkweɪzaɪˈsɒlƏd	𐑒𐑢𐑱𐑟𐑲𐑕𐑪𐑤𐑩𐑛	89
fragment-spec	quasi-solid	NN1	UNC	-ˈsɑlƏd	-𐑕ɑ𐑤𐑩𐑛	ˌkweɪzaɪˈsɒlƏd	𐑒𐑢𐑱𐑟𐑲𐑕𐑪𐑤𐑩𐑛	1
fragment-spec	quasi-solid	NN1	UNC	ˌkwʌːziː-	𐑒𐑢𐑳ː𐑟𐑰-	ˌkweɪzaɪˈsɒlƏd	𐑒𐑢𐑱𐑟𐑲𐑕𐑪𐑤𐑩𐑛	1
fragment-spec	quasi-solid	NN1	UNC	ˌkwazi-	𐑒𐑢𐑨𐑟𐑦-	ˌkweɪzaɪˈsɒlƏd	𐑒𐑢𐑱𐑟𐑲𐑕𐑪𐑤𐑩𐑛	89
fragment-spec	quasi-solid	NN1	UNC	ˌkwaːziː-	𐑒𐑢𐑨ː𐑟𐑰-	ˌkweɪzaɪˈsɒlƏd	𐑒𐑢𐑱𐑟𐑲𐑕𐑪𐑤𐑩𐑛	1
fragment-spec	Queenslander	NN1	UNC	-læn-	-𐑤𐑨𐑯-	kwiːnzləRndəR	𐑒𐑢𐑰𐑯𐑟𐑤𐑼𐑯𐑛𐑼	1
fragment-spec	question	NN1	UNC	ˈkʋɵ-	𐑒ʋɵ-	ˈkwestʃən	𐑒𐑢𐑧𐑕𐑗𐑩𐑯	1
fragment-spec	question	VVI	UNC	ˈkʋɵ-	𐑒ʋɵ-	ˈkwestʃən	𐑒𐑢𐑧𐑕𐑗𐑩𐑯	1
fragment-spec	rabak	AJ0	UNC	-k	-𐑒	rɑbɑʔ	𐑮ɑ𐑚ɑʔ	1
fragment-spec	rabak	AJ0	UNC	-˦˧	-˦˧	rɑbɑʔ	𐑮ɑ𐑚ɑʔ	1
fragment-spec	really	AV0	UNC	rʷiə-	𐑮ʷ𐑦𐑩-	rɪəliː	𐑮𐑾𐑤𐑰	1
fragment-spec	really	ITJ	UNC	rʷiə-	𐑮ʷ𐑦𐑩-	rɪəliː	𐑮𐑾𐑤𐑰	1
fragment-spec	recrudesce	VVI	UNC	ri-	𐑮𐑦-	rekruːdes	𐑮𐑧𐑒𐑮𐑵𐑛𐑧𐑕	30
fragment-spec	refill	NN1	UNC	-fɪo	-𐑓𐑦𐑪	riːfɪl	𐑮𐑰𐑓𐑦𐑤	1
fragment-spec	refill	NN1	UNC	-fɪʊ	-𐑓𐑦𐑫	riːfɪl	𐑮𐑰𐑓𐑦𐑤	1
fragment-spec	refudiate	VVI	UNC	rə-	𐑮𐑩-	rɪfjuːdieɪt	𐑮𐑦𐑓𐑿𐑛𐑦𐑱𐑑	89
fragment-spec	relativity	NN1	UNC	-ɾi	-ɾ𐑦	relətɪvɪti	𐑮𐑧𐑤𐑩𐑑𐑦𐑝𐑦𐑑𐑦	1
fragment-spec	residua	NN1	UNC	rɪ-	𐑮𐑦-	rezɪdjuə	𐑮𐑧𐑟𐑦𐑛𐑘𐑫𐑩	89
fragment-spec	residua	NN1	UNC	-zɪdʒuə	-𐑟𐑦𐑡𐑫𐑩	rezɪdjuə	𐑮𐑧𐑟𐑦𐑛𐑘𐑫𐑩	1
fragment-spec	residuum	NN1	UNC	rɪ-	𐑮𐑦-	rezɪdjuʌm	𐑮𐑧𐑟𐑦𐑛𐑘𐑫𐑳𐑥	89
fragment-spec	residuum	NN1	UNC	-zɪdʒu-	-𐑟𐑦𐑡𐑫-	rezɪdjuʌm	𐑮𐑧𐑟𐑦𐑛𐑘𐑫𐑳𐑥	1
fragment-spec	retrieve	VVI	UNC	rə-	𐑮𐑩-	rɪtriːv	𐑮𐑦𐑑𐑮𐑰𐑝	30
fragment-spec	retrieve	VVI	UNC	ri-	𐑮𐑦-	rɪtriːv	𐑮𐑦𐑑𐑮𐑰𐑝	30
fragment-spec	retrieve	VVI	UNC	reʈ-	𐑮𐑧ʈ-	rɪtriːv	𐑮𐑦𐑑𐑮𐑰𐑝	1
fragment-spec	retrieve	VVI	UNC	-rajv	-𐑮𐑨𐑘𐑝	rɪtriːv	𐑮𐑦𐑑𐑮𐑰𐑝	30
fragment-spec	retrieve	NN1	UNC	rə-	𐑮𐑩-	rɪtriːv	𐑮𐑦𐑑𐑮𐑰𐑝	30
fragment-spec	retrieve	NN1	UNC	ri-	𐑮𐑦-	rɪtriːv	𐑮𐑦𐑑𐑮𐑰𐑝	30
fragment-spec	retrieve	NN1	UNC	reʈ-	𐑮𐑧ʈ-	rɪtriːv	𐑮𐑦𐑑𐑮𐑰𐑝	1
fragment-spec	retrieve	NN1	UNC	-rajv	-𐑮𐑨𐑘𐑝	rɪtriːv	𐑮𐑦𐑑𐑮𐑰𐑝	30
fragment-spec	rheostat	NN1	UNC	-əʉ-	-𐑩ʉ-	riːəstæt	𐑮𐑰𐑩𐑕𐑑𐑨𐑑	1
fragment-spec	rheostat	NN1	UNC	-ʌʉ-	-𐑳ʉ-	riːəstæt	𐑮𐑰𐑩𐑕𐑑𐑨𐑑	1
fragment-spec	rheostat	NN1	UNC	-o-	-𐑪-	riːəstæt	𐑮𐑰𐑩𐑕𐑑𐑨𐑑	1
fragment-spec	rheostat	NN1	UNC	-oː-	-𐑪ː-	riːəstæt	𐑮𐑰𐑩𐑕𐑑𐑨𐑑	1
fragment-spec	rhubarb	NN1	UNC	rɪu-	𐑮𐑦𐑫-	ruːbarb	𐑮𐑵𐑚𐑨𐑮𐑚	30
fragment-spec	rhubarb	AJ0	UNC	rɪu-	𐑮𐑦𐑫-	ruːbarb	𐑮𐑵𐑚𐑨𐑮𐑚	30
fragment-spec	rhubarb	VVI	UNC	rɪu-	𐑮𐑦𐑫-	ruːbarb	𐑮𐑵𐑚𐑨𐑮𐑚	30
fragment-spec	rifle cartridge	NN1	UNC	- kaː-	- 𐑒𐑨ː-	raɪfəRl kartrɪdʒ	𐑮𐑲𐑓𐑼𐑤 𐑒𐑨𐑮𐑑𐑮𐑦𐑡	1
fragment-spec	rifle cartridge	NN1	UNC	rʌi-	𐑮𐑳𐑦-	raɪfəRl kartrɪdʒ	𐑮𐑲𐑓𐑼𐑤 𐑒𐑨𐑮𐑑𐑮𐑦𐑡	30
fragment-spec	rifle cartridge	NN1	UNC	rəi-	𐑮𐑩𐑦-	raɪfəRl kartrɪdʒ	𐑮𐑲𐑓𐑼𐑤 𐑒𐑨𐑮𐑑𐑮𐑦𐑡	30
fragment-spec	right	AJ0	UNC	-ʔ	-ʔ	riːt	𐑮𐑰𐑑	1
fragment-spec	right	AJ0	UNC	-ɾ̥	-ɾ̥	riːt	𐑮𐑰𐑑	1
fragment-spec	right	AV0	UNC	-ʔ	-ʔ	riːt	𐑮𐑰𐑑	1
fragment-spec	right	AV0	UNC	-ɾ̥	-ɾ̥	riːt	𐑮𐑰𐑑	1
fragment-spec	right	ITJ	UNC	-ʔ	-ʔ	riːt	𐑮𐑰𐑑	1
fragment-spec	right	ITJ	UNC	-ɾ̥	-ɾ̥	riːt	𐑮𐑰𐑑	1
fragment-spec	right	NN1	UNC	-ʔ	-ʔ	riːt	𐑮𐑰𐑑	1
fragment-spec	right	NN1	UNC	-ɾ̥	-ɾ̥	riːt	𐑮𐑰𐑑	1
fragment-spec	right	VVI	UNC	-ʔ	-ʔ	riːt	𐑮𐑰𐑑	1
fragment-spec	right	VVI	UNC	-ɾ̥	-ɾ̥	riːt	𐑮𐑰𐑑	1
fragment-spec	Risa	NP0	UNC	rɪ-	𐑮𐑦-	riːzə	𐑮𐑰𐑟𐑩	89
fragment-spec	roman à clef	NN1	UNC	rə-	𐑮𐑩-	rəʊmɑnəkleɪ	𐑮𐑴𐑥ɑ𐑯𐑩𐑒𐑤𐑱	89
fragment-spec	roman à clef	NN1	UNC	-mɑnɑ-	-𐑥ɑ𐑯ɑ-	rəʊmɑnəkleɪ	𐑮𐑴𐑥ɑ𐑯𐑩𐑒𐑤𐑱	1
fragment-spec	roman à clef	NN1	UNC	-klef	-𐑒𐑤𐑧𐑓	rəʊmɑnəkleɪ	𐑮𐑴𐑥ɑ𐑯𐑩𐑒𐑤𐑱	1
fragment-spec	roofstone	NN1	UNC	rʊf-	𐑮𐑫𐑓-	rʉːfstəʉn	𐑮ʉː𐑓𐑕𐑑𐑩ʉ𐑯	89
fragment-spec	roofstone	NN1	UNC	rʉf-	𐑮ʉ𐑓-	rʉːfstəʉn	𐑮ʉː𐑓𐑕𐑑𐑩ʉ𐑯	1
fragment-spec	roofstone	NN1	UNC	ɾʊf-	ɾ𐑫𐑓-	rʉːfstəʉn	𐑮ʉː𐑓𐑕𐑑𐑩ʉ𐑯	1
fragment-spec	runway	NN1	UNC	rən-	𐑮𐑩𐑯-	rʌnweɪ	𐑮𐑳𐑯𐑢𐑱	89
fragment-spec	sabretache	NN1	UNC	sæ-	𐑕𐑨-	saɪbərtæʃ	𐑕𐑲𐑚𐑼𐑑𐑨𐑖	1
fragment-spec	sabretache	NN1	UNC	-brə-	-𐑚𐑮𐑩-	saɪbərtæʃ	𐑕𐑲𐑚𐑼𐑑𐑨𐑖	89
fragment-spec	sadhu	NN1	UNC	-djuː	-𐑛𐑿	ˈsɑːduː	𐑕𐑭𐑛𐑵	89
fragment-spec	Saint Vincent and the Grenadines	NP0	UNC	- ɡrenədiːnz	- 𐑜𐑮𐑧𐑯𐑩𐑛𐑰𐑯𐑟	seɪnt vɪntsənt ən ðə ɡrenədiːnz	𐑕𐑱𐑯𐑑 𐑝𐑦𐑯𐑑𐑕𐑩𐑯𐑑 𐑩𐑯 𐑞𐑩 𐑜𐑮𐑧𐑯𐑩𐑛𐑰𐑯𐑟	89
fragment-spec	Sakhalin	NP0	UNC	ˌsæx-	𐑕𐑨x-	ˌsækəˈliːn	𐑕𐑨𐑒𐑩𐑤𐑰𐑯	1
fragment-spec	salted egg	NN1	UNC	ˈsɔl-	𐑕𐑷𐑤-	ˈsɒltɪd eɡ	𐑕𐑪𐑤𐑑𐑦𐑛 𐑧𐑜	89
fragment-spec	Sandoval	NP0	UNC	-vəl	-𐑝𐑩𐑤	ˈsændəˌvɑl	𐑕𐑨𐑯𐑛𐑩𐑝ɑ𐑤	89
fragment-spec	Saskatonian	NN1	UNC	-ˈtʌʉ-	-𐑑𐑳ʉ-	ˌsaskəˈtoniən	𐑕𐑨𐑕𐑒𐑩𐑑𐑪𐑯𐑦𐑩𐑯	1
fragment-spec	Saskatonian	AJ0	UNC	-ˈtʌʉ-	-𐑑𐑳ʉ-	ˌsaskəˈtoniən	𐑕𐑨𐑕𐑒𐑩𐑑𐑪𐑯𐑦𐑩𐑯	1
fragment-spec	Sassoon	NP0	UNC	səˈ-	𐑕𐑩-	sæˈsuːn	𐑕𐑨𐑕𐑵𐑯	89
fragment-spec	Saturday	NN1	UNC	sæ-	𐑕𐑨-	sætəRdæɪ	𐑕𐑨𐑑𐑼𐑛𐑨𐑦	1
fragment-spec	Saturday	AV0	UNC	sæ-	𐑕𐑨-	sætəRdæɪ	𐑕𐑨𐑑𐑼𐑛𐑨𐑦	1
fragment-spec	Saturday	VVI	UNC	sæ-	𐑕𐑨-	sætəRdæɪ	𐑕𐑨𐑑𐑼𐑛𐑨𐑦	1
fragment-spec	sayang	NN1	UNC	ˈsa-	𐑕𐑨-	ˈsaɪjaŋ	𐑕𐑲𐑘𐑨𐑙	89
fragment-spec	sayang	VVI	UNC	ˈsa-	𐑕𐑨-	ˈsaɪjaŋ	𐑕𐑲𐑘𐑨𐑙	89
fragment-spec	sayang	AJ0	UNC	ˈsa-	𐑕𐑨-	ˈsaɪjaŋ	𐑕𐑲𐑘𐑨𐑙	89
fragment-spec	sayang	ITJ	UNC	ˈsa-	𐑕𐑨-	ˈsaɪjaŋ	𐑕𐑲𐑘𐑨𐑙	89
fragment-spec	scytale	NN1	UNC	ˈskɪt-	𐑕𐑒𐑦𐑑-	ˈsɪtəliː	𐑕𐑦𐑑𐑩𐑤𐑰	89
fragment-spec	security service	NN1	UNC	səRkjoː-	𐑕𐑼𐑒𐑘𐑪ː-	səRkjʉːəəRtiː søːvəRs	𐑕𐑼𐑒𐑘ʉː𐑩𐑼𐑑𐑰 𐑕øː𐑝𐑼𐑕	1
fragment-spec	security service	NN1	UNC	sɪkjuːɾ-	𐑕𐑦𐑒𐑿ɾ-	səRkjʉːəəRtiː søːvəRs	𐑕𐑼𐑒𐑘ʉː𐑩𐑼𐑑𐑰 𐑕øː𐑝𐑼𐑕	1
fragment-spec	security service	NN1	UNC	-seɾvɪs	-𐑕𐑧ɾ𐑝𐑦𐑕	səRkjʉːəəRtiː søːvəRs	𐑕𐑼𐑒𐑘ʉː𐑩𐑼𐑑𐑰 𐑕øː𐑝𐑼𐑕	1
fragment-spec	security service	NN1	UNC	-səɾvɪs	-𐑕𐑩ɾ𐑝𐑦𐑕	səRkjʉːəəRtiː søːvəRs	𐑕𐑼𐑒𐑘ʉː𐑩𐑼𐑑𐑰 𐑕øː𐑝𐑼𐑕	1
fragment-spec	self-made man	NN1	UNC	ˌself-	𐑕𐑧𐑤𐑓-	ˌselfˈmeɪd mæn	𐑕𐑧𐑤𐑓𐑥𐑱𐑛 𐑥𐑨𐑯	89
fragment-spec	self-made man	NN1	UNC	-man	-𐑥𐑨𐑯	ˌselfˈmeɪd mæn	𐑕𐑧𐑤𐑓𐑥𐑱𐑛 𐑥𐑨𐑯	89
fragment-spec	semi-solid	AJ0	UNC	-ˈsɑlƏd	-𐑕ɑ𐑤𐑩𐑛	ˌsemiˈsɒlƏd	𐑕𐑧𐑥𐑦𐑕𐑪𐑤𐑩𐑛	1
fragment-spec	semi-solid	AJ0	UNC	ˌsemaɪ-	𐑕𐑧𐑥𐑲-	ˌsemiˈsɒlƏd	𐑕𐑧𐑥𐑦𐑕𐑪𐑤𐑩𐑛	89
fragment-spec	semi-solid	AJ0	UNC	ˌsemʌɪ-	𐑕𐑧𐑥𐑳𐑦-	ˌsemiˈsɒlƏd	𐑕𐑧𐑥𐑦𐑕𐑪𐑤𐑩𐑛	89
fragment-spec	semi-solid	AJ0	UNC	ˌsemʌi-	𐑕𐑧𐑥𐑳𐑦-	ˌsemiˈsɒlƏd	𐑕𐑧𐑥𐑦𐑕𐑪𐑤𐑩𐑛	89
fragment-spec	semi-solid	AJ0	UNC	ˌsemɑe-	𐑕𐑧𐑥ɑ𐑧-	ˌsemiˈsɒlƏd	𐑕𐑧𐑥𐑦𐑕𐑪𐑤𐑩𐑛	1
fragment-spec	semi-solid	AJ0	UNC	ˌseməi-	𐑕𐑧𐑥𐑩𐑦-	ˌsemiˈsɒlƏd	𐑕𐑧𐑥𐑦𐑕𐑪𐑤𐑩𐑛	89
fragment-spec	semi-solid	AJ0	UNC	ˌsemaj-	𐑕𐑧𐑥𐑨𐑘-	ˌsemiˈsɒlƏd	𐑕𐑧𐑥𐑦𐑕𐑪𐑤𐑩𐑛	89
fragment-spec	semi-solid	NN1	UNC	-ˈsɑlƏd	-𐑕ɑ𐑤𐑩𐑛	ˌsemiˈsɒlƏd	𐑕𐑧𐑥𐑦𐑕𐑪𐑤𐑩𐑛	1
fragment-spec	semi-solid	NN1	UNC	ˌsemaɪ-	𐑕𐑧𐑥𐑲-	ˌsemiˈsɒlƏd	𐑕𐑧𐑥𐑦𐑕𐑪𐑤𐑩𐑛	89
fragment-spec	semi-solid	NN1	UNC	ˌsemʌɪ-	𐑕𐑧𐑥𐑳𐑦-	ˌsemiˈsɒlƏd	𐑕𐑧𐑥𐑦𐑕𐑪𐑤𐑩𐑛	89
fragment-spec	semi-solid	NN1	UNC	ˌsemʌi-	𐑕𐑧𐑥𐑳𐑦-	ˌsemiˈsɒlƏd	𐑕𐑧𐑥𐑦𐑕𐑪𐑤𐑩𐑛	89
fragment-spec	semi-solid	NN1	UNC	ˌsemɑe-	𐑕𐑧𐑥ɑ𐑧-	ˌsemiˈsɒlƏd	𐑕𐑧𐑥𐑦𐑕𐑪𐑤𐑩𐑛	1
fragment-spec	semi-solid	NN1	UNC	ˌseməi-	𐑕𐑧𐑥𐑩𐑦-	ˌsemiˈsɒlƏd	𐑕𐑧𐑥𐑦𐑕𐑪𐑤𐑩𐑛	89
fragment-spec	semi-solid	NN1	UNC	ˌsemaj-	𐑕𐑧𐑥𐑨𐑘-	ˌsemiˈsɒlƏd	𐑕𐑧𐑥𐑦𐑕𐑪𐑤𐑩𐑛	89
fragment-spec	semipermeable	AJ0	UNC	semaɪ-	𐑕𐑧𐑥𐑲-	semipɜːrmiəbəl	𐑕𐑧𐑥𐑦𐑐𐑻𐑥𐑦𐑩𐑚𐑩𐑤	1
fragment-spec	semula	VVI	UNC	-lɑ	-𐑤ɑ	ˈsəmulə	𐑕𐑩𐑥𐑫𐑤𐑩	1
fragment-spec	senget	AJ0	UNC	-t̚	-𐑑̚	ˈseŋet	𐑕𐑧𐑙𐑧𐑑	1
fragment-spec	sensational	AJ0	UNC	sən-	𐑕𐑩𐑯-	senˈseɪʃənəl	𐑕𐑧𐑯𐑕𐑱𐑖𐑩𐑯𐑩𐑤	89
fragment-spec	sensationally	AV0	UNC	sən-	𐑕𐑩𐑯-	senˈseɪʃənəli	𐑕𐑧𐑯𐑕𐑱𐑖𐑩𐑯𐑩𐑤𐑦	89
fragment-spec	service	NN1	UNC	səː-	𐑕𐑩ː-	sərvɪs	𐑕𐑼𐑝𐑦𐑕	1
fragment-spec	service	VVI	UNC	səː-	𐑕𐑩ː-	sərvɪs	𐑕𐑼𐑝𐑦𐑕	1
fragment-spec	severe	AJ0	UNC	-vɪr	-𐑝𐑦𐑮	sɪviːr	𐑕𐑦𐑝𐑰𐑮	89
fragment-spec	shaffron	NN1	UNC	-ɑn	-ɑ𐑯	ʃæfrən	𐑖𐑨𐑓𐑮𐑩𐑯	1
fragment-spec	shalom aleichem	ITJ	UNC	ˌʃoʊləm-	𐑖𐑴𐑤𐑩𐑥-	ˌʃɔləm əˈleɪkəm	𐑖𐑷𐑤𐑩𐑥 𐑩𐑤𐑱𐑒𐑩𐑥	89
fragment-spec	shalom aleichem	ITJ	UNC	-əˈleɪxəm	-𐑩𐑤𐑱x𐑩𐑥	ˌʃɔləm əˈleɪkəm	𐑖𐑷𐑤𐑩𐑥 𐑩𐑤𐑱𐑒𐑩𐑥	1
fragment-spec	shampoo	NN1	UNC	ˈʃɑ-	𐑖ɑ-	ˈʃampu	𐑖𐑨𐑥𐑐𐑫	1
fragment-spec	shampoo	VVI	UNC	ˈʃɑ-	𐑖ɑ-	ˈʃampu	𐑖𐑨𐑥𐑐𐑫	1
fragment-spec	Shandong	NP0	UNC	ʃɑn-	𐑖ɑ𐑯-	ʃænˈdɔŋ	𐑖𐑨𐑯𐑛𐑷𐑙	1
fragment-spec	Shandong	NP0	UNC	-ˈdɒŋ	-𐑛𐑪𐑙	ʃænˈdɔŋ	𐑖𐑨𐑯𐑛𐑷𐑙	89
fragment-spec	Shanyang	NP0	UNC	ʃɑn-	𐑖ɑ𐑯-	ʃænˈjæŋ	𐑖𐑨𐑯𐑘𐑨𐑙	1
fragment-spec	shee shee	VVI	UNC	- ʃiː˨˦˧	- 𐑖𐑰˨˦˧	ʃiː˨ ʃiː˨˦	𐑖𐑰˨ 𐑖𐑰˨˦	1
fragment-spec	shee shee	NN1	UNC	- ʃiː˨˦˧	- 𐑖𐑰˨˦˧	ʃiː˨ ʃiː˨˦	𐑖𐑰˨ 𐑖𐑰˨˦	1
fragment-spec	Shehecheyanu	NP0	UNC	ʃə-	𐑖𐑩-	ʃeˌhexiˈjɑːnuː	𐑖𐑧𐑣𐑧x𐑦𐑘𐑭𐑯𐑵	89
fragment-spec	Shehecheyanu	NP0	UNC	-xə-	-x𐑩-	ʃeˌhexiˈjɑːnuː	𐑖𐑧𐑣𐑧x𐑦𐑘𐑭𐑯𐑵	1
fragment-spec	Shimabukuro	NP0	UNC	ʃɪ-	𐑖𐑦-	ʃɪməbukuroʊ	𐑖𐑦𐑥𐑩𐑚𐑫𐑒𐑫𐑮𐑴	1
fragment-spec	Shimabukuro	NP0	UNC	-kə-	-𐑒𐑩-	ʃɪməbukuroʊ	𐑖𐑦𐑥𐑩𐑚𐑫𐑒𐑫𐑮𐑴	1
fragment-spec	shiok	AJ0	UNC	-oʔ	-𐑪ʔ	ʃjok̚	𐑖𐑘𐑪𐑒̚	1
fragment-spec	sia	AV0	UNC	-˨˧	-˨˧	sjʌ	𐑕𐑘𐑳	1
fragment-spec	sibeh	AV0	UNC	-peː˨	-𐑐𐑧ː˨	ˈsiː˨˦beː˨	𐑕𐑰˨˦𐑚𐑧ː˨	1
fragment-spec	Siderian	AJ0	UNC	sɪ-	𐑕𐑦-	saɪdɪəriən	𐑕𐑲𐑛𐑽𐑦𐑩𐑯	1
fragment-spec	Siderian	NP0	UNC	sɪ-	𐑕𐑦-	saɪdɪəriən	𐑕𐑲𐑛𐑽𐑦𐑩𐑯	1
fragment-spec	siew mai	NN1	UNC	ˈʃj-	𐑖𐑘-	ˈsjuː˦ ˌmaɪ˨˦	𐑕𐑿˦ 𐑥𐑲˨˦	89
fragment-spec	Sikhism	NP0	UNC	ˈsɪk-	𐑕𐑦𐑒-	ˈsiːkɪzəm	𐑕𐑰𐑒𐑦𐑟𐑩𐑥	89
fragment-spec	silliness	NN1	UNC	-nəs	-𐑯𐑩𐑕	ˈsɪlinəs	𐑕𐑦𐑤𐑦𐑯𐑩𐑕	89
fragment-spec	Silurian	AJ0	UNC	saɪ-	𐑕𐑲-	səRlʊɚiən	𐑕𐑼𐑤𐑫ɚ𐑦𐑩𐑯	1
fragment-spec	Silurian	NN1	UNC	saɪ-	𐑕𐑲-	səRlʊɚiən	𐑕𐑼𐑤𐑫ɚ𐑦𐑩𐑯	1
