word	our_shaw	our_ipa	var	confidence	readlex_shaw	readlex_ipa	notes
commandant	𐑒𐑪𐑥𐑩𐑯𐑛𐑭𐑯𐑑	ˈkɒməndɑːnt	RRP	89	𐑒𐑪𐑥𐑩𐑯𐑛𐑨𐑯𐑑	ˌkɒmənˈdænt	shave_says:𐑒𐑪𐑥𐑩𐑯𐑛𐑨𐑯𐑑
commendation	𐑒𐑪𐑥𐑩𐑯𐑛𐑱𐑖𐑩𐑯	ˌkɒmənˈdeɪʃən	RRP	89	𐑒𐑪𐑥𐑧𐑯𐑛𐑱𐑖𐑩𐑯	ˌkɒmenˈdeɪʃən	shave_says:𐑒𐑪𐑥𐑧𐑯𐑛𐑱𐑖𐑩𐑯
commensurate	𐑒𐑩𐑥𐑧𐑯𐑖𐑼𐑼𐑑	kəmenʃərəRt	RRP	89	𐑒𐑩𐑥𐑧𐑯𐑖𐑼𐑩𐑑	kəˈmenʃərət	shave_says:𐑒𐑩𐑥𐑧𐑯𐑖𐑼𐑩𐑑
commerce	𐑒𐑪𐑥𐑼𐑕	kɒməRs	RRP	89	𐑒𐑪𐑥𐑻𐑕	ˈkɒmɜːRs	shave_says:𐑒𐑪𐑥𐑻𐑕
commissary	𐑒𐑪𐑥𐑦𐑕𐑮𐑦	kɒmɪsri	RRP	89	𐑒𐑪𐑥𐑦𐑕𐑼𐑦	ˈkɒmɪsəri	shave_says:𐑒𐑪𐑥𐑦𐑕𐑼𐑦
commissioner	𐑒𐑩𐑥𐑦𐑖𐑼𐑯𐑼	kəmɪʃəRnəR	RRP	89	𐑒𐑩𐑥𐑦𐑖𐑩𐑯𐑼	kəˈmɪʃənəR	shave_says:𐑒𐑩𐑥𐑦𐑖𐑩𐑯𐑼
commodity	𐑒𐑩𐑥𐑪𐑛𐑩𐑑𐑦	kəˈmɒdəti	RRP	89	𐑒𐑩𐑥𐑪𐑛𐑦𐑑𐑦	kəˈmɒdɪti	shave_says:𐑒𐑩𐑥𐑪𐑛𐑦𐑑𐑦
commodore	𐑒𐑪𐑥𐑼𐑛𐑹	kɒməRdɔːR	RRP	89	𐑒𐑪𐑥𐑩𐑛𐑹	ˈkɒmədɔːR	shave_says:𐑒𐑪𐑥𐑩𐑛𐑹
communal	𐑒𐑩𐑥𐑿𐑯𐑩𐑤	kəˈmjuːnəl	RRP	89	𐑒𐑪𐑥𐑘𐑫𐑯𐑩𐑤	ˈkɒmjʊnəl	shave_says:𐑒𐑪𐑥𐑘𐑫𐑯𐑩𐑤
communism	𐑒𐑪𐑥𐑘𐑫𐑯𐑦𐑟𐑩𐑥	ˈkɒmjuˌnɪzəm	RRP	89	𐑒𐑪𐑥𐑘𐑩𐑯𐑦𐑟𐑩𐑥	ˈkɒmjənɪzəm	shave_says:𐑒𐑪𐑥𐑘𐑩𐑯𐑦𐑟𐑩𐑥
company	𐑒𐑳𐑥𐑐𐑯𐑦	ˈkʌmpni	RRP	89	𐑒𐑳𐑥𐑐𐑩𐑯𐑦	ˈkʌmpəni	shave_says:𐑒𐑳𐑥𐑐𐑩𐑯𐑦
comparability	𐑒𐑪𐑥𐑐𐑮𐑼𐑚𐑦𐑤𐑦𐑑𐑦	kɒmprəRbɪlɪti	RRP	89	𐑒𐑪𐑥𐑐𐑼𐑩𐑚𐑦𐑤𐑦𐑑𐑦	ˌkɒmpərəˈbɪlɪti	shave_says:𐑒𐑪𐑥𐑐𐑼𐑩𐑚𐑦𐑤𐑦𐑑𐑦
comparable	𐑒𐑪𐑥𐑐𐑮𐑼𐑚𐑩𐑤	kɒmprəRbəl	RRP	89	𐑒𐑪𐑥𐑐𐑼𐑩𐑚𐑩𐑤	ˈkɒmpərəbəl	shave_says:𐑒𐑪𐑥𐑐𐑼𐑩𐑚𐑩𐑤
comparative	𐑒𐑩𐑥𐑐𐑨𐑮𐑼𐑑𐑦𐑝	kəmpærəRtɪv	RRP	89	𐑒𐑩𐑥𐑐𐑨𐑮𐑩𐑑𐑦𐑝	kəmˈpærətɪv	shave_says:𐑒𐑩𐑥𐑐𐑨𐑮𐑩𐑑𐑦𐑝
comparatively	𐑒𐑼𐑥𐑐𐑨𐑮𐑼𐑑𐑦𐑝𐑤𐑦	kəRmpærəRtɪvli	RRP	89	𐑒𐑩𐑥𐑐𐑨𐑮𐑩𐑑𐑦𐑝𐑤𐑦	kəmˈpærətɪvli	shave_says:𐑒𐑩𐑥𐑐𐑨𐑮𐑩𐑑𐑦𐑝𐑤𐑦
compartmentalize	𐑒𐑪𐑥𐑐𐑸𐑑𐑥𐑧𐑯𐑑𐑤𐑲𐑟	kɒmpɑːRtmentlaɪz	RRP	89	𐑒𐑪𐑥𐑐𐑸𐑑𐑥𐑧𐑯𐑑𐑩𐑤𐑲𐑟	ˌkɒmpɑːRtˈmentəlaɪz	shave_says:𐑒𐑪𐑥𐑐𐑸𐑑𐑥𐑧𐑯𐑑𐑩𐑤𐑲𐑟
compatibility	𐑒𐑩𐑥𐑐𐑨𐑑𐑦𐑚𐑦𐑤𐑦𐑑𐑦	kəmˌpætɪˈbɪlɪti	RRP	89	𐑒𐑩𐑥𐑐𐑨𐑑𐑩𐑚𐑦𐑤𐑦𐑑𐑦	kəmˌpætəˈbɪlɪti	shave_says:𐑒𐑩𐑥𐑐𐑨𐑑𐑩𐑚𐑦𐑤𐑦𐑑𐑦
compatriot	𐑒𐑩𐑥𐑐𐑱𐑑𐑮𐑦𐑩𐑑	kəmpeɪtriət	RRP	89	𐑒𐑩𐑥𐑐𐑱𐑑𐑮𐑾𐑑	kəmˈpeɪtrɪət	shave_says:𐑒𐑩𐑥𐑐𐑱𐑑𐑮𐑾𐑑
compeer	𐑒𐑩𐑥𐑐𐑽	kəmpɪəR	RRP	89	𐑒𐑪𐑥𐑐𐑽	ˈkɒmpɪəR	shave_says:𐑒𐑪𐑥𐑐𐑽
competence	𐑒𐑪𐑥𐑐𐑩𐑑𐑩𐑯𐑕	ˈkɒmpətəns	RRP	89	𐑒𐑪𐑥𐑐𐑦𐑑𐑩𐑯𐑕	ˈkɒmpɪtəns	shave_says:𐑒𐑪𐑥𐑐𐑦𐑑𐑩𐑯𐑕
competency	𐑒𐑪𐑥𐑐𐑩𐑑𐑩𐑯𐑕𐑦	ˈkɒmpətənsi	RRP	89	𐑒𐑪𐑥𐑐𐑦𐑑𐑩𐑯𐑕𐑦	ˈkɒmpɪtənsi	shave_says:𐑒𐑪𐑥𐑐𐑦𐑑𐑩𐑯𐑕𐑦
competent	𐑒𐑪𐑥𐑐𐑩𐑑𐑩𐑯𐑑	ˈkɒmpətənt	RRP	89	𐑒𐑪𐑥𐑐𐑦𐑑𐑩𐑯𐑑	ˈkɒmpɪtənt	shave_says:𐑒𐑪𐑥𐑐𐑦𐑑𐑩𐑯𐑑
competitive	𐑒𐑩𐑥𐑐𐑧𐑑𐑦𐑑𐑦𐑝	kəmˈpetɪtɪv	RRP	89	𐑒𐑩𐑥𐑐𐑧𐑑𐑩𐑑𐑦𐑝	kəmˈpetətɪv	shave_says:𐑒𐑩𐑥𐑐𐑧𐑑𐑩𐑑𐑦𐑝
competitively	𐑒𐑩𐑥𐑐𐑧𐑑𐑦𐑑𐑦𐑝𐑤𐑦	kəmˈpetɪtɪvli	RRP	89	𐑒𐑩𐑥𐑐𐑧𐑑𐑩𐑑𐑦𐑝𐑤𐑦	kəmˈpetətɪvli	shave_says:𐑒𐑩𐑥𐑐𐑧𐑑𐑩𐑑𐑦𐑝𐑤𐑦
competitiveness	𐑒𐑩𐑥𐑐𐑧𐑑𐑦𐑑𐑦𐑝𐑯𐑩𐑕	kəmˈpetɪtɪvnəs	RRP	89	𐑒𐑩𐑥𐑐𐑧𐑑𐑩𐑑𐑦𐑝𐑯𐑩𐑕	kəmˈpetətɪvnəs	shave_says:𐑒𐑩𐑥𐑐𐑧𐑑𐑩𐑑𐑦𐑝𐑯𐑩𐑕
compile	𐑒𐑩𐑥𐑐𐑳𐑦𐑤	kəmpʌɪl	RRP	89	𐑒𐑩𐑥𐑐𐑲𐑤	kəmˈpaɪl	shave_says:𐑒𐑩𐑥𐑐𐑲𐑤
complaisant	𐑒𐑩𐑥𐑐𐑤𐑱𐑕𐑩𐑯𐑑	kəmˈpleɪsənt	RRP	89	𐑒𐑩𐑥𐑐𐑤𐑱𐑟𐑩𐑯𐑑	kəmˈpleɪzənt	shave_says:𐑒𐑩𐑥𐑐𐑤𐑱𐑟𐑩𐑯𐑑
complement	𐑒𐑪𐑥𐑐𐑤𐑩𐑥𐑩𐑯𐑑	ˈkɒmpləmənt	RRP	89	𐑒𐑪𐑥𐑐𐑤𐑦𐑥𐑧𐑯𐑑, 𐑒𐑪𐑥𐑐𐑤𐑦𐑥𐑩𐑯𐑑	ˈkɒmplɪmənt	shave_says:𐑒𐑪𐑥𐑐𐑤𐑦𐑥𐑧𐑯𐑑
complex	𐑒𐑩𐑥𐑐𐑤𐑧𐑒𐑕	kəmˈpleks	RRP	89	𐑒𐑪𐑥𐑐𐑤𐑧𐑒𐑕	ˈkɒmpleks	shave_says:𐑒𐑪𐑥𐑐𐑤𐑧𐑒𐑕
compliant	𐑒𐑩𐑥𐑐𐑤𐑳𐑾𐑯𐑑	kəmˈplʌɪənt	RRP	89	𐑒𐑩𐑥𐑐𐑤𐑲𐑩𐑯𐑑	kəmˈplaɪənt	shave_says:𐑒𐑩𐑥𐑐𐑤𐑲𐑩𐑯𐑑
component	𐑒𐑳𐑥𐑐𐑴𐑯𐑩𐑯𐑑	kʌmˈpoʊnənt	RRP	89	𐑒𐑩𐑥𐑐𐑴𐑯𐑩𐑯𐑑	kəmˈpəʊnənt	shave_says:𐑒𐑩𐑥𐑐𐑴𐑯𐑩𐑯𐑑
compression	𐑒𐑪𐑥𐑐𐑮𐑧𐑖𐑩𐑯	kɒmpreʃən	RRP	89	𐑒𐑩𐑥𐑐𐑮𐑧𐑖𐑩𐑯	kəmˈpreʃən	shave_says:𐑒𐑩𐑥𐑐𐑮𐑧𐑖𐑩𐑯
concave	𐑒𐑪𐑙𐑒𐑱𐑝	ˈkɒŋkeɪv	RRP	89	𐑒𐑪𐑯𐑒𐑱𐑝	ˈkɒnkeɪv	shave_says:𐑒𐑪𐑯𐑒𐑱𐑝
concavity	𐑒𐑩𐑙𐑒𐑨𐑝𐑦𐑑𐑦	kəŋkævɪti	RRP	89	𐑒𐑪𐑯𐑒𐑨𐑝𐑦𐑑𐑦	ˌkɒnˈkævɪti	shave_says:𐑒𐑪𐑯𐑒𐑨𐑝𐑦𐑑𐑦
conceptual	𐑒𐑩𐑯𐑕𐑧𐑐𐑑𐑘𐑩𐑩𐑤	kənˈseptjəəl	RRP	89	𐑒𐑩𐑯𐑕𐑧𐑐𐑗𐑫𐑩𐑤	kənˈseptʃuəl	shave_says:𐑒𐑩𐑯𐑕𐑧𐑐𐑗𐑫𐑩𐑤
concerto	𐑒𐑩𐑯𐑗𐑧𐑮𐑑𐑴	kəntʃertoʊ	RRP	89	𐑒𐑩𐑯𐑗𐑺𐑑𐑴	kənˈtʃeəRtəʊ	shave_says:𐑒𐑩𐑯𐑗𐑺𐑑𐑴
concessionaire	𐑒𐑩𐑯𐑕𐑧𐑖𐑼𐑯𐑧𐑮	kənseʃəRner	RRP	89	𐑒𐑩𐑯𐑕𐑧𐑖𐑩𐑯𐑺	kənˌseʃəˈneəR	shave_says:𐑒𐑩𐑯𐑕𐑧𐑖𐑩𐑯𐑺
conciliatory	𐑒𐑩𐑯𐑕𐑦𐑤𐑦𐑼𐑑𐑷𐑮𐑦	kənsɪliəRtɔri	RRP	89	𐑒𐑩𐑯𐑕𐑦𐑤𐑾𐑑𐑼𐑦	kənˈsɪlɪətəri	shave_says:𐑒𐑩𐑯𐑕𐑦𐑤𐑾𐑑𐑼𐑦
concord	𐑒𐑪𐑯𐑒𐑷𐑮𐑛	kɒnkɔrd	RRP	89	𐑒𐑪𐑯𐑒𐑹𐑛	ˈkɒnkɔːRd	shave_says:𐑒𐑪𐑯𐑒𐑹𐑛
concord	𐑒𐑩𐑯𐑒𐑷𐑮𐑛	kənkɔrd	RRP	89	𐑒𐑪𐑯𐑒𐑹𐑛	ˈkɒnkɔːRd	shave_says:𐑒𐑪𐑯𐑒𐑹𐑛
concourse	𐑒𐑪𐑙𐑒𐑹𐑕	kɒŋkɔːRs	RRP	89	𐑒𐑪𐑯𐑒𐑹𐑕	ˈkɒnkɔːRs	shave_says:𐑒𐑪𐑯𐑒𐑹𐑕
condescending	𐑒𐑷𐑯𐑛𐑦𐑕𐑧𐑯𐑛𐑦𐑙	ˈkɔndɪsendɪŋ	RRP	89	𐑒𐑪𐑯𐑛𐑦𐑕𐑧𐑯𐑛𐑦𐑙	ˌkɒndɪˈsendɪŋ	shave_says:𐑒𐑪𐑯𐑛𐑦𐑕𐑧𐑯𐑛𐑦𐑙
conduce	𐑒𐑩𐑯𐑛𐑿𐑕	kənˈdjuːs	RRP	89	𐑒𐑩𐑯𐑡𐑵𐑕	kənˈdʒuːs	shave_says:𐑒𐑩𐑯𐑡𐑵𐑕
conducive	𐑒𐑩𐑯𐑛𐑿𐑕𐑦𐑝	kənˈdjuːsɪv	RRP	89	𐑒𐑩𐑯𐑡𐑵𐑕𐑦𐑝	kənˈdʒuːsɪv	shave_says:𐑒𐑩𐑯𐑡𐑵𐑕𐑦𐑝
confederacy	𐑒𐑩𐑯𐑓𐑧𐑛𐑼𐑼𐑕𐑦	kənfedərəRsi	RRP	89	𐑒𐑩𐑯𐑓𐑧𐑛𐑼𐑩𐑕𐑦	kənˈfedərəsi	shave_says:𐑒𐑩𐑯𐑓𐑧𐑛𐑼𐑩𐑕𐑦
conference	𐑒𐑪𐑯𐑓𐑮𐑼𐑯𐑕	kɒnfrəRns	RRP	89	𐑒𐑪𐑯𐑓𐑼𐑩𐑯𐑕	ˈkɒnfərəns	shave_says:𐑒𐑪𐑯𐑓𐑼𐑩𐑯𐑕
confidential	𐑒𐑭𐑯𐑓𐑦𐑛𐑧𐑯𐑖𐑤	ˌkɑːnfɪˈdenʃl	RRP	89	𐑒𐑪𐑯𐑓𐑦𐑛𐑧𐑯𐑖𐑩𐑤	ˌkɒnfɪˈdenʃəl	shave_says:𐑒𐑪𐑯𐑓𐑦𐑛𐑧𐑯𐑖𐑩𐑤
conformance	𐑒𐑩𐑯𐑓𐑹𐑥𐑯𐑕	kənfɔːRmns	RRP	89	𐑒𐑩𐑯𐑓𐑹𐑥𐑩𐑯𐑕	kənˈfɔːRməns	shave_says:𐑒𐑩𐑯𐑓𐑹𐑥𐑩𐑯𐑕
conformist	𐑒𐑩𐑯𐑓𐑷𐑮𐑥𐑦𐑕𐑑	kənfɔrmɪst	RRP	89	𐑒𐑩𐑯𐑓𐑹𐑥𐑦𐑕𐑑	kənˈfɔːRmɪst	shave_says:𐑒𐑩𐑯𐑓𐑹𐑥𐑦𐑕𐑑
congeries	𐑒𐑪𐑯𐑡𐑼𐑰𐑟	kɒndʒəriːz	RRP	89	𐑒𐑩𐑯𐑡𐑽𐑦𐑟	kənˈdʒɪəriz	shave_says:𐑒𐑩𐑯𐑡𐑽𐑦𐑟
conglomerate	𐑒𐑩𐑯𐑜𐑤𐑪𐑥𐑮𐑼𐑑	kənɡlɒmrəRt	RRP	89	𐑒𐑩𐑯𐑜𐑤𐑪𐑥𐑼𐑩𐑑, 𐑒𐑩𐑯𐑜𐑤𐑪𐑥𐑼𐑱𐑑	kənˈɡlɒmərət	shave_says:𐑒𐑩𐑯𐑜𐑤𐑪𐑥𐑼𐑩𐑑
congratulate	𐑒𐑩𐑯𐑜𐑮𐑨𐑗𐑫𐑤𐑱𐑑	kənɡrætʃʊleɪt	RRP	89	𐑒𐑩𐑯𐑜𐑮𐑨𐑗𐑩𐑤𐑱𐑑	kənˈɡrætʃəleɪt	shave_says:𐑒𐑩𐑯𐑜𐑮𐑨𐑗𐑩𐑤𐑱𐑑
congratulation	𐑒𐑩𐑯𐑜𐑮𐑨𐑑𐑘𐑩𐑤𐑱𐑖𐑯	kənɡrætjəleɪʃn	RRP	89	𐑒𐑩𐑯𐑜𐑮𐑨𐑗𐑩𐑤𐑱𐑖𐑩𐑯	kənˌɡrætʃəˈleɪʃən	shave_says:𐑒𐑩𐑯𐑜𐑮𐑨𐑗𐑩𐑤𐑱𐑖𐑩𐑯
congratulations	𐑒𐑩𐑯𐑜𐑮𐑨𐑗𐑩𐑤𐑱𐑖𐑯𐑟	kənɡratʃəleɪʃnz	RRP	89	𐑒𐑩𐑯𐑜𐑮𐑨𐑗𐑩𐑤𐑱𐑖𐑩𐑯𐑟	kənˌɡrætʃəˈleɪʃənz	shave_says:𐑒𐑩𐑯𐑜𐑮𐑨𐑗𐑩𐑤𐑱𐑖𐑩𐑯𐑟
congratulatory	𐑒𐑪𐑙𐑜𐑮𐑨𐑗𐑵𐑤𐑱𐑑𐑼𐑰	kɒŋɡrætʃuːleɪtəriː	RRP	89	𐑒𐑩𐑯𐑜𐑮𐑨𐑗𐑩𐑤𐑩𐑑𐑼𐑦	kənˈɡrætʃələtəri	shave_says:𐑒𐑩𐑯𐑜𐑮𐑨𐑗𐑩𐑤𐑩𐑑𐑼𐑦
congregate	𐑒𐑪𐑙𐑜𐑮𐑩𐑜𐑱𐑑	kɒŋɡrəɡeɪt	RRP	89	𐑒𐑪𐑙𐑜𐑮𐑦𐑜𐑱𐑑	ˈkɒŋɡrɪɡeɪt	shave_says:𐑒𐑪𐑙𐑜𐑮𐑦𐑜𐑱𐑑
congregational	𐑒𐑪𐑙𐑜𐑮𐑩𐑜𐑱𐑖𐑩𐑯𐑩𐑤	kɒŋɡrəɡeɪʃənəl	RRP	89	𐑒𐑪𐑙𐑜𐑮𐑦𐑜𐑱𐑖𐑩𐑯𐑩𐑤	ˌkɒŋɡrɪˈɡeɪʃənəl	shave_says:𐑒𐑪𐑙𐑜𐑮𐑦𐑜𐑱𐑖𐑩𐑯𐑩𐑤
congressional	𐑒𐑩𐑙𐑜𐑮𐑧𐑖𐑩𐑯𐑩𐑤	kəŋɡreʃənəl	RRP	89	𐑒𐑩𐑯𐑜𐑮𐑧𐑖𐑩𐑯𐑩𐑤	kənˈɡreʃənəl	shave_says:𐑒𐑩𐑯𐑜𐑮𐑧𐑖𐑩𐑯𐑩𐑤
conjugal	𐑒𐑪𐑯𐑡𐑫𐑜𐑩𐑤	ˈkɒndʒʊɡəl	RRP	89	𐑒𐑪𐑯𐑡𐑩𐑜𐑩𐑤	ˈkɒndʒəɡəl	shave_says:𐑒𐑪𐑯𐑡𐑩𐑜𐑩𐑤
conjuration	𐑒𐑳𐑯𐑡𐑼𐑱𐑖𐑩𐑯	kʌndʒəreɪʃən	RRP	89	𐑒𐑪𐑯𐑡𐑫𐑼𐑱𐑖𐑩𐑯	ˌkɒndʒʊəˈreɪʃən	shave_says:𐑒𐑪𐑯𐑡𐑫𐑼𐑱𐑖𐑩𐑯
conquistador	𐑒𐑩𐑯𐑒𐑦𐑕𐑑𐑼𐑛𐑷𐑮	kənkistəRdɔr	RRP	89	𐑒𐑪𐑯𐑒𐑢𐑦𐑕𐑑𐑩𐑛𐑹	kɒnˈkwɪstədɔːR	shave_says:𐑒𐑪𐑯𐑒𐑢𐑦𐑕𐑑𐑩𐑛𐑹
consecrate	𐑒𐑪𐑯𐑕𐑩𐑒𐑮𐑱𐑑	kɒnsəkreɪt	RRP	89	𐑒𐑪𐑯𐑕𐑦𐑒𐑮𐑱𐑑	ˈkɒnsɪkreɪt	shave_says:𐑒𐑪𐑯𐑕𐑦𐑒𐑮𐑱𐑑
consecutive	𐑒𐑪𐑯𐑕𐑧𐑒𐑘𐑩𐑑𐑦𐑝	kɒnsekjətɪv	RRP	89	𐑒𐑩𐑯𐑕𐑧𐑒𐑘𐑩𐑑𐑦𐑝	kənˈsekjətɪv	shave_says:𐑒𐑩𐑯𐑕𐑧𐑒𐑘𐑩𐑑𐑦𐑝
consequence	𐑒𐑪𐑯𐑕𐑦𐑒𐑢𐑧𐑯𐑕	ˈkɒnsɪkwens	RRP	89	𐑒𐑪𐑯𐑕𐑦𐑒𐑢𐑩𐑯𐑕	ˈkɒnsɪkwəns	shave_says:𐑒𐑪𐑯𐑕𐑦𐑒𐑢𐑩𐑯𐑕
consequential	𐑒𐑪𐑯𐑕𐑩𐑒𐑢𐑧𐑯𐑖𐑩𐑤	ˌkɒnsəˈkwenʃəl	RRP	89	𐑒𐑪𐑯𐑕𐑦𐑒𐑢𐑧𐑯𐑖𐑩𐑤	ˌkɒnsɪˈkwenʃəl	shave_says:𐑒𐑪𐑯𐑕𐑦𐑒𐑢𐑧𐑯𐑖𐑩𐑤
consequently	𐑒𐑪𐑯𐑕𐑦𐑒𐑢𐑧𐑯𐑑𐑤𐑦	ˈkɒnsɪˌkwentli	RRP	89	𐑒𐑪𐑯𐑕𐑦𐑒𐑢𐑩𐑯𐑑𐑤𐑦	ˈkɒnsɪkwəntli	shave_says:𐑒𐑪𐑯𐑕𐑦𐑒𐑢𐑩𐑯𐑑𐑤𐑦
conservative	𐑒𐑼𐑯𐑕𐑻𐑝𐑩𐑑𐑦𐑝	kəRnsɜːRvətɪv	RRP	89	𐑒𐑩𐑯𐑕𐑻𐑝𐑩𐑑𐑦𐑝	kənˈsɜːRvətɪv	shave_says:𐑒𐑩𐑯𐑕𐑻𐑝𐑩𐑑𐑦𐑝
conserve	𐑒𐑪𐑯𐑕𐑻𐑝	kɒnsɜːRv	RRP	89	𐑒𐑩𐑯𐑕𐑻𐑝	kənˈsɜːRv	shave_says:𐑒𐑩𐑯𐑕𐑻𐑝
considerable	𐑒𐑩𐑯𐑕𐑦𐑛𐑼𐑼𐑚𐑩𐑤	kənsɪdərəRbəl	RRP	89	𐑒𐑩𐑯𐑕𐑦𐑛𐑼𐑩𐑚𐑩𐑤	kənˈsɪdərəbəl	shave_says:𐑒𐑩𐑯𐑕𐑦𐑛𐑼𐑩𐑚𐑩𐑤
considerably	𐑒𐑩𐑯𐑕𐑦𐑛𐑼𐑼𐑚𐑤𐑦	kənsɪdərəRbli	RRP	89	𐑒𐑩𐑯𐑕𐑦𐑛𐑼𐑩𐑚𐑤𐑦	kənˈsɪdərəbli	shave_says:𐑒𐑩𐑯𐑕𐑦𐑛𐑼𐑩𐑚𐑤𐑦
considerate	𐑒𐑩𐑯𐑕𐑦𐑛𐑼𐑼𐑑	kənsɪdərəRt	RRP	89	𐑒𐑩𐑯𐑕𐑦𐑛𐑼𐑩𐑑	kənˈsɪdərət	shave_says:𐑒𐑩𐑯𐑕𐑦𐑛𐑼𐑩𐑑
consistence	𐑒𐑩𐑯𐑕𐑦𐑕𐑑𐑯𐑕	kənˈsɪstns	RRP	89	𐑒𐑩𐑯𐑕𐑦𐑕𐑑𐑩𐑯𐑕	kənˈsɪstəns	shave_says:𐑒𐑩𐑯𐑕𐑦𐑕𐑑𐑩𐑯𐑕
consolatory	𐑒𐑩𐑯𐑕𐑪𐑤𐑼𐑑𐑮𐑦	kənsɒləRtri	RRP	89	𐑒𐑩𐑯𐑕𐑪𐑤𐑩𐑑𐑼𐑦	kənˈsɒlətəri	shave_says:𐑒𐑩𐑯𐑕𐑪𐑤𐑩𐑑𐑼𐑦
consolingly	𐑒𐑪𐑯𐑕𐑴𐑤𐑦𐑙𐑤𐑰	ˈkɒnˌsəʊlɪŋliː	RRP	89	𐑒𐑩𐑯𐑕𐑴𐑤𐑦𐑙𐑤𐑦	kənˈsəʊlɪŋli	shave_says:𐑒𐑩𐑯𐑕𐑴𐑤𐑦𐑙𐑤𐑦
consortium	𐑒𐑩𐑯𐑕𐑹𐑖𐑩𐑥	kənsɔːRʃəm	RRP	89	𐑒𐑩𐑯𐑕𐑹𐑑𐑾𐑥	kənˈsɔːRtɪəm	shave_says:𐑒𐑩𐑯𐑕𐑹𐑑𐑾𐑥
conspiracy	𐑒𐑩𐑯𐑕𐑐𐑦𐑮𐑼𐑕𐑦	kənspɪrəRsi	RRP	89	𐑒𐑩𐑯𐑕𐑐𐑦𐑮𐑩𐑕𐑦	kənˈspɪrəsi	shave_says:𐑒𐑩𐑯𐑕𐑐𐑦𐑮𐑩𐑕𐑦
conspirator	𐑒𐑩𐑯𐑕𐑐𐑦𐑮𐑼𐑑𐑼	kənspɪrəRtəR	RRP	89	𐑒𐑩𐑯𐑕𐑐𐑦𐑮𐑩𐑑𐑼	kənˈspɪrətəR	shave_says:𐑒𐑩𐑯𐑕𐑐𐑦𐑮𐑩𐑑𐑼
conspiratorial	𐑒𐑩𐑯𐑕𐑐𐑦𐑮𐑼𐑑𐑹𐑾𐑤	kənspɪrəRtɔːrɪəl	RRP	89	𐑒𐑩𐑯𐑕𐑐𐑦𐑮𐑩𐑑𐑹𐑾𐑤	kənˌspɪrəˈtɔːrɪəl	shave_says:𐑒𐑩𐑯𐑕𐑐𐑦𐑮𐑩𐑑𐑹𐑾𐑤
constipated	𐑒𐑪𐑯𐑕𐑑𐑩𐑐𐑱𐑑𐑩𐑛	ˈkɒnstəpeɪtəd	RRP	89	𐑒𐑪𐑯𐑕𐑑𐑦𐑐𐑱𐑑𐑩𐑛	ˈkɒnstɪpeɪtƏd	shave_says:𐑒𐑪𐑯𐑕𐑑𐑦𐑐𐑱𐑑𐑩𐑛
constituent	𐑒𐑩𐑯𐑕𐑑𐑦𐑑𐑘𐑫𐑩𐑯𐑑	kənˈstɪtjuənt	RRP	89	𐑒𐑩𐑯𐑕𐑑𐑦𐑗𐑫𐑩𐑯𐑑	kənˈstɪtʃuənt	shave_says:𐑒𐑩𐑯𐑕𐑑𐑦𐑗𐑫𐑩𐑯𐑑
constitution	𐑒𐑪𐑯𐑕𐑑𐑦𐑑𐑿𐑖𐑯	ˌkɒnstɪˈtjuːʃn	RRP	89	𐑒𐑪𐑯𐑕𐑑𐑦𐑑𐑵𐑖𐑩𐑯, 𐑒𐑪𐑯𐑕𐑑𐑦𐑑𐑿𐑖𐑩𐑯	ˌkɒnstɪˈtjuːʃən	shave_says:𐑒𐑪𐑯𐑕𐑑𐑦𐑑𐑿𐑖𐑩𐑯
constitutional	𐑒𐑪𐑯𐑕𐑑𐑦𐑑𐑿𐑖𐑯𐑤	ˌkɒnstɪˈtjuːʃnl	RRP	89	𐑒𐑪𐑯𐑕𐑑𐑦𐑑𐑵𐑖𐑩𐑯𐑩𐑤, 𐑒𐑪𐑯𐑕𐑑𐑦𐑑𐑿𐑖𐑩𐑯𐑩𐑤	ˌkɒnstɪˈtjuːʃənəl	shave_says:𐑒𐑪𐑯𐑕𐑑𐑦𐑑𐑿𐑖𐑩𐑯𐑩𐑤
constitutionally	𐑒𐑪𐑯𐑕𐑑𐑦𐑑𐑿𐑖𐑩𐑯𐑤𐑦	kɒnstɪˈtjuːʃənli	RRP	89	𐑒𐑪𐑯𐑕𐑑𐑦𐑑𐑵𐑖𐑩𐑯𐑩𐑤𐑦, 𐑒𐑪𐑯𐑕𐑑𐑦𐑑𐑿𐑖𐑩𐑯𐑩𐑤𐑦	ˌkɒnstɪˈtjuːʃənəli	shave_says:𐑒𐑪𐑯𐑕𐑑𐑦𐑑𐑿𐑖𐑩𐑯𐑩𐑤𐑦
construct	𐑒𐑪𐑯𐑕𐑑𐑮𐑳𐑒𐑑	kɒnstrʌkt	RRP	89	𐑒𐑩𐑯𐑕𐑑𐑮𐑳𐑒𐑑	kənˈstrʌkt	shave_says:𐑒𐑩𐑯𐑕𐑑𐑮𐑳𐑒𐑑
